MANUFACTURER,FAMILY,MODEL,IDPICTURE
Brother,PPF,PPF-1500 M,
Brother,MFC,MFC-1950 Plus,
Brother,MFC,MFC-1950,
Brother,MFC,MFC-1850,225
Brother,MFC,MFC-1750,
Brother,Intellifax,Intellifax 1950 P,
Brother,Intellifax,Intellifax 1950,
Brother,Intellifax,Intellifax 1850,
Brother,Intellifax,Intellifax 1750,224
Brother,Intellifax,Intellifax 1700,224
Brother,Intellifax,Intellifax 1550,18191
Brother,Intellifax,Intellifax 1450 P,18193
Brother,Intellifax,Intellifax 1450,18193
Brother,Intellifax,Intellifax 1350,18192
Brother,Intellifax,Intellifax 1250,215
Brother,Intellifax,Intellifax 1200,214
Brother,Intellifax,Intellifax 1150,212
Brother,Fax,Fax 1700 P,
Brother,Fax,Fax 1200 P,
Brother,Fax,Fax 1150 P,
Brother,Fax,Fax 1020 Series,52852
Brother,Fax,Fax 1030 Series,52853
Brother,Fax,Fax 1010 Series,4955
Brother,PPF,PPF-1200 Series,1862
Brother,MFC,MFC-1270 E,1862
Brother,MFC,MFC-1270,1862
Brother,Fax,Fax 1020 E,52852
Brother,Fax,Fax 1030 E,52853
Brother,PPF,PPF-1270 E,1862
Brother,MFC,MFC-1870 MC,224
Brother,MFC,MFC-1780,224
Brother,Intellifax,Intellifax 1570 MC,224
Brother,Fax,Fax 1030 P,52853
Brother,Fax,Fax 1020 P,186
Brother,Fax,Fax 1010 E,4955
Brother,Intellifax,Intellifax 1575 MC,2360
Brother,Intellifax,Intellifax 1270 E,
Brother,Fax,Fax 1570 MC,
Brother,Fax,Fax 1020 Plus,186
Brother,MFC,MFC-1970 MC,224
Brother,Fax,Fax 1270,
Brother,Fax,Fax 1170,12924
Brother,MFC,MFC-1970,224
Brother,MFC,MFC-1870,224
Brother,Fax,Fax 1010 Plus,4955
Brother,MFC,MFC-1170,
Brother,PPF,PPF-1270,1862
Brother,PPF,PPF-1170,
Brother,MFC,MFC-1770,224
Brother,MFC,MFC-1025,223
Brother,Intellifax,Intellifax 1770,224
Brother,Intellifax,Intellifax 1270,
Brother,Intellifax,Intellifax 1170,
Brother,Intellifax,Intellifax 1030,186
Brother,Intellifax,Intellifax 1020,186
Brother,Intellifax,Intellifax 1010,185
Brother,Fax,Fax 1030 Plus,52853
Brother,Fax,Fax 1030,52853
Brother,MFC,MFC-970 Series,224
Brother,Fax,Fax 910 Series,202
Brother,Intellifax,Intellifax 770 Series,
Brother,Fax,Fax 920 Series,220
Brother,PPF,PPF-770 Series,256
Brother,Fax,Fax 930 Series,220
Muratec,Other,Fax 920 W,
Brother,PPF,PPF-775,256
Brother,Intellifax,Intellifax 885 MC,
Brother,Intellifax,Intellifax 870 MC,220
Brother,Intellifax,Intellifax 775,
Brother,Fax,Fax 931,220
Brother,Fax,Fax 921,220
Brother,Fax,Fax 770,220
Brother,Fax,Fax 750,3633
Fujitsu,DEX,DEX 90 T,
Infotec,Fax,Fax 2811,
Brother,MFC,MFC-970 MC,224
Brother,Fax,Fax 760,3633
Brother,Fax,Fax 870 MC,202
Brother,MFC,MFC-870 MC,220
Brother,PPF,PPF-750,
Brother,PPF,PPF-770,256
Brother,Fax,Fax 940 Email,3634
Brother,Fax,Fax 917,202
Brother,MFC,MFC-970,251
Brother,MFC,MFC-925,249
Brother,Intellifax,Intellifax 870,220
Brother,Intellifax,Intellifax 770,220
Brother,Intellifax,Intellifax 750,202
Brother,Fax,Fax 930,202
Brother,Fax,Fax 5500 Series,
Brother,HL,HL-662,
Brother,HL,HL-640 Series,
Brother,HL,HL-660 Series,
Brother,MFC,MFC-6000 Series,
Brother,HL,HL-630 Series,
Brother,Intellifax,Intellifax 2000 Series,
Brother,Intellifax,Intellifax 5500 Series,
Brother,Intellifax,Intellifax 3900 Series,
Brother,HL,HL-650 Series,
Brother,MFC,MFC-5500 Series,
Brother,MFC,MFC-6000 ML,
Brother,MFC,MFC-5550 ML,
Brother,MFC,MFC-5500 ML,
Brother,MFC,MFC-4500 ML,
Brother,HL,HL-665,
Brother,HL,HL-645 M,
Brother,Intellifax,Intellifax 2600,231
Brother,MFC,MFC-4000 ML,
Brother,MFC,MFC-3900 ML,
Brother,Intellifax,Intellifax 3900 ML,
Brother,Fax,Fax 5550 ML,
Brother,Fax,Fax 5500 ML,
Omnifax,L,L 520,
Brother,Other,WL 660,
Brother,PPF,PPF-4500 ML,
Brother,PPF,PPF-4000 ML,
Brother,PPF,PPF-3500 ML,
Brother,PPF,PPF-2500 ML,
Brother,PPF,PPF-2400 ML,
Brother,PPF,PPF-2300 ML,
Brother,MFC,MFC-6000,
Brother,MFC,MFC-4400 ML,
Brother,Intellifax,Intellifax 5550 ML,
Brother,Intellifax,Intellifax 5500,
Brother,Intellifax,Intellifax 4500 ML,
Brother,Intellifax,Intellifax 4000,
Brother,Intellifax,Intellifax 3900,
Brother,Intellifax,Intellifax 3500 ML,
Brother,Intellifax,Intellifax 2500 ML,
Brother,Intellifax,Intellifax 2460,
Brother,Intellifax,Intellifax 2400 ML,
Brother,Intellifax,Intellifax 2300 ML,
Brother,Intellifax,Intellifax 2000 ML,
Brother,Intellifax,Intellifax 2000,
Brother,HL,HL-660 PS,
Brother,HL,HL-660 NE,
Brother,HL,HL-660 Laser AS,
Brother,HL,HL-660,
Brother,HL,HL-655 M,
Brother,HL,HL-655,
Brother,HL,HL-645,
Brother,HL,HL-641,
Brother,HL,HL-631 Windows AS,
Brother,HL,HL-631 NE,
Brother,HL,HL-631 Laser AS,
Brother,HL,HL-630 Windows AS,
Brother,HL,HL-630 NE,
Brother,HL,HL-630 M,
Brother,HL,HL-630,1997
Brother,HL,HL-600 PS,
Brother,HL,HL-600,
Brother,Fax,Fax 6000,
Brother,Fax,Fax 5000 P,
Brother,Fax,Fax 2500 ML,
Brother,Fax,Fax 2400 ML,
Xerox,Phaser,Phaser 7750 Series,5699
Xerox,Phaser,Phaser 7750 DX,5699
Xerox,Phaser,Phaser EX 7750,7100
Xerox,Phaser,Phaser 7750 DN,5699
Xerox,Phaser,Phaser 7750 B,5699
Xerox,Phaser,Phaser 7750,5699
Xerox,Phaser,Phaser 7750 DXF,5699
Xerox,Phaser,Phaser 7750 GX,5699
Xerox,Phaser,Phaser 7760 Series,9961
Xerox,Phaser,Phaser 7760 NM,9961
Xerox,Phaser,Phaser 7760 DNM,9961
Xerox,Phaser,Phaser 7760 V GX,9961
Xerox,Phaser,Phaser 7760 V DN,9961
Xerox,Phaser,Phaser 7760 N,9961
Xerox,Phaser,Phaser 7760 V DX,9961
Xerox,Phaser,Phaser 7760 DX,9961
Xerox,Phaser,Phaser 7760 GX,9961
Xerox,Phaser,Phaser 7760 DN,9961
Xerox,WC,WC 230 Series,7757
Xerox,Workcentre,WorkCentre 230 Series,7757
Xerox,Copycentre,CopyCentre 230 Series,7757
Xerox,WC,WC Pro 230 Series,7757
Xerox,Workcentre PRO,WorkCentre Pro 230 Series,7757
Xerox,WC,WC M 55,
Xerox,WC,WC M 45,
Xerox,WC,WC M 35,
Xerox,WC,WC Pro 35,
Xerox,WC,WC Pro 45,
Xerox,WC,WC Pro 55,
Xerox,WC,WC Pro 238,7757
Xerox,WC,WC Pro 232,7757
Xerox,WC,WC 232,7757
Xerox,WC,WC 238,7757
Xerox,WC,WC 245,7757
Xerox,WC,WC 255,7757
Xerox,WC,WC Pro 255,7757
Xerox,WC,WC Pro 245,7757
Xerox,Copycentre,CopyCentre 255,7757
Xerox,Copycentre,CopyCentre 245,7757
Xerox,Workcentre,WorkCentre 232,7757
Xerox,Workcentre,WorkCentre 238,7757
Xerox,Copycentre,CopyCentre 238,7757
Xerox,Copycentre,CopyCentre 232,7757
Xerox,Workcentre,WorkCentre 245,7757
Xerox,Workcentre,WorkCentre 255,7757
Xerox,Workcentre PRO,WorkCentre Pro 255,7757
Xerox,Workcentre PRO,WorkCentre Pro 238,7757
Xerox,Workcentre PRO,WorkCentre Pro 232,7757
Xerox,Workcentre M,WorkCentre M 55,
Xerox,Workcentre M,WorkCentre M 45,
Xerox,Workcentre M,WorkCentre M 35,
Xerox,Workcentre PRO,WorkCentre Pro 35,
Xerox,Workcentre PRO,WorkCentre Pro 45,
Xerox,Workcentre PRO,WorkCentre Pro 55,
Xerox,Copycentre,CopyCentre C 55,5713
Xerox,Copycentre,CopyCentre C 45,5714
Xerox,Copycentre,CopyCentre C 35,5714
Xerox,WC,WC 5665,14926
Xerox,WC,WC 5687,14926
Xerox,WC,WC 5675,14926
Xerox,WC,WC M 165,7757
Xerox,WC,WC 275,7757
Xerox,WC,WC 265,7757
Xerox,WC,WC Pro 275,7757
Xerox,WC,WC Pro 265,7757
Xerox,WC,WC Pro 175,7757
Xerox,WC,WC Pro 165,7757
Xerox,WC,WC M 175,7757
Xerox,Workcentre,WorkCentre 5687,14926
Xerox,Workcentre,WorkCentre 5675,14926
Xerox,Workcentre,WorkCentre 5665,14926
Xerox,Copycentre,CopyCentre C 175,7757
Xerox,Copycentre,CopyCentre C 165,7757
Xerox,Workcentre,WorkCentre 275,7757
Xerox,Workcentre,WorkCentre 265,7757
Xerox,Copycentre,CopyCentre 265,7757
Xerox,Copycentre,CopyCentre 275,7757
Xerox,Workcentre PRO,WorkCentre Pro 275,7757
Xerox,Workcentre PRO,WorkCentre Pro 265,7757
Xerox,Workcentre PRO,WorkCentre Pro 175,7757
Xerox,Workcentre PRO,WorkCentre Pro 165,7757
Xerox,Workcentre PRO,WorkCentre Pro 245,7757
Xerox,Workcentre M,WorkCentre M 175,7757
Xerox,Workcentre M,WorkCentre M 165,7757
Xerox,WC,WC 5655,14925
Xerox,WC,WC 5645,14925
Xerox,WC,WC 5638,14925
Xerox,WC,WC 5632,14925
Xerox,Workcentre,WorkCentre 5755,14925
Xerox,Workcentre,WorkCentre 5745,30334
Xerox,Workcentre,WorkCentre 5740,30333
Xerox,Workcentre,WorkCentre 5735,30332
Xerox,WC,WC 5735,30332
Xerox,WC,WC 5755,14925
Xerox,WC,WC 5740,30333
Xerox,WC,WC 5745,30334
Xerox,Workcentre,WorkCentre 5655,14925
Xerox,Workcentre,WorkCentre 5645,14925
Xerox,Workcentre,WorkCentre 5638,14925
Xerox,Workcentre,WorkCentre 5632,14925
Xerox,WC,WC 5845,46027
Xerox,WC,WC 5855,46027
Xerox,Workcentre,WorkCentre 5855,46027
Xerox,Workcentre,WorkCentre 5845,46027
Xerox,Workcentre,WorkCentre 5790,14925
Xerox,Workcentre,WorkCentre 5775,14925
Xerox,Workcentre,WorkCentre 5765,14925
Xerox,WC,WC 5765,14925
Xerox,WC,WC 5775,14925
Xerox,WC,WC 5790,14925
Xerox,Workcentre,WorkCentre 5865,46028
Xerox,WC,WC 5875,46028
Xerox,WC,WC 5865,46028
Xerox,Workcentre,WorkCentre 5890,46028
Xerox,Workcentre,WorkCentre 5875,46028
Xerox,WC,WC 5890,46028
Xerox,Workcentre,WorkCentre 5890 i,46028
Xerox,Workcentre,WorkCentre 5875 i,46028
Xerox,WC,WC 5890 i,46028
Xerox,WC,WC 5875 i,46028
Xerox,WC,WC 5865 i,46028
Xerox,Workcentre,WorkCentre 5865 i,46028
Canon,BJC,BJC 610 Series,
Xerox,Phaser,Phaser 140 Series,
Canon,BJC,BJC 680 Series,
Selex,SR,SR 900 Series,
Alpha,Other,AN 600,
Xerox,Phaser,Phaser 140 EF,
Xerox,Phaser,Phaser 140,
Selex,SR,SR 900 E,
Selex,SR,SR 900 D,
Canon,BJC,BJC 680 J,
Canon,BJC,BJC 680,
Canon,BJC,BJC 620,
Canon,BJC,BJC 610 W,
Canon,BJC,BJC 610 JW,
Canon,BJC,BJC 610,
Canon,BJC,BJC 600 J,
Canon,BJC,BJC 600 E,
Canon,BJC,BJC 600,
Apple,Stylewriter,Stylewriter Pro Color,
Apple,Color Stylewriter,Color Stylewriter PRO,
Ricoh,LR,LR 3,
Ricoh,BP,BP 7,
Ricoh,LR,LR 1,
Geha,Other,Perfect Copy 7,
Geha,Other,Perfect Copy 6,
Geha,Other,PC 7,
Geha,Other,PC 6,
Geha,Other,FC 5,
Geha,Other,FC 3,
Hermes,Other,Penny,
Canon,PC,PC 8,
Canon,PC,PC 7 RE,
Canon,PC,PC 65,26991
Canon,PC,PC 6 RE,
Canon,PC,PC 5 L II,
Canon,PC,PC 5 L,
Canon,PC,PC 5 II,
Canon,PC,PC 5,
Canon,PC,PC 3 II,
Canon,PC,PC 3,
Canon,PC,PC 2 LX,
Canon,PC,PC 2 L,
Canon,PC,PC 2,26985
Canon,PC,PC 11 RE,
Canon,PC,PC 11,26990
Canon,PC,PC 1,26989
Canon,FC,FC 5 II,
Canon,FC,FC 3 II,
Canon,FC,FC 22,26988
Canon,FC,FC 2,
Canon,FC,FC 1,26986
Canon,Fax B,Fax B 110 Series,2043
Canon,Fax B,Fax B 150 Series,3591
Canon,Fax B,Fax B 840,1939
Canon,Fax B,Fax B 820,1931
Canon,Faxphone,Faxphone B 45,1895
Canon,Faxphone,Faxphone B 95,6275
Telekom,T-Fax,T-Fax 4300,6708
Telekom,T-Fax,T-Fax 360 FF,1866
Canon,Multipass,Multipass 800,
Canon,Faxphone,Faxphone B 550,
Canon,Faxphone,Faxphone B 540,296
Canon,Fax B,Fax B 115,2043
Canon,Fax B,Fax B 120,2043
Danka,Other,EK 20 LCC,2043
Olivetti,Other,CFU-C 1,2043
Telekom,T-Fax,T-Fax 4200,4892
Canon,Faxphone,Faxphone B 640,
Canon,Fax B,Fax B 155,3591
Telekom,T-Fax,T-Fax 361,3628
Telekom,T-Fax,T-Fax 360 PC,1866
Telekom,T-Fax,T-Fax 360 Isdn,1866
Telekom,T-Fax,T-Fax 360 G 4,1866
Telekom,T-Fax,T-Fax 360,1866
Canon,Multipass,Multipass 10,
Canon,Faxphone,Faxphone B 70,
Canon,Faxphone,Faxphone B 60,
Canon,Fax B,Fax B 640,
Canon,Fax B,Fax B 550,
Canon,Fax B,Fax B 540,296
Canon,Fax B,Fax B 190,
Canon,Fax B,Fax B 170,
Canon,Fax B,Fax B 150,297
Canon,Fax B,Fax B 140,2043
Canon,Fax B,Fax B 110,296
Canon,Fax B,Fax B 100,
Canon,Laser Class,Laser Class 9000 Series,
Canon,Laser Class,Laser Class 9500 Series,
Canon,Laser Class,Laser Class 9800,
Canon,Laser Class,Laser Class 9500 S,
Canon,Laser Class,Laser Class 9500 MS,
Canon,Laser Class,Laser Class 9000 L,
Canon,Laser Class,Laser Class 9500,
Canon,Laser Class,Laser Class 9000 S,
Canon,Laser Class,Laser Class 9000 MS,
Canon,Laser Class,Laser Class 9000,
Canon,Laser Class,Laser Class 8500,
Canon,Fax L,Fax L 900,2044
Canon,Fax L,Fax L 800,2044
Canon,C,C 400 d,
Roneo,Other,1041 ZD,
Selex,GR,GR 4200,
Selex,GR,GR 4100,1121
Selex,GR,GR 4010,
Selex,Other,3580,
Debs,Other,SRT 4000,
CPF,NP,NP 6241,
CPF,NP,NP 4080,
CPF,NP,NP 4050,
Busimatic,Other,4240,
Busimatic,Other,4140,
Canon,C,C 130 Series,8230
Canon,C,C 120 Series,
Canon,NP,NP 6400 Series,
Canon,NP,NP 7130 f,8231
Canon,C,C 130,8230
Canon,C,C 130 f,8230
Canon,NP,NP 7130,8232
Canon,C,C 122 f,
Canon,NP,NP 6412 f,
Canon,NP,NP 6412,
Canon,C,C 122,
Canon,C,C 120 f,
Selex,GR,GR 1020,
CPF,NP,NP 6112,
CPF,NP,NP 6512,380
CPF,NP,NP 6612,
Selex,GR,GR 1120,
CPF,NP,NP 6212,
CPF,NP,NP 6012 f,
CPF,NP,NP 6012,
Canon,NP,NP 6312,
Canon,IR,IR 210 Series,
Canon,GP,GP 220 Series,2302
Canon,Imagerunner,Imagerunner 210 Series,336
Canon,GP,GP 200 Series,
Canon,IR,IR 210 e,
Canon,IR,IR 210 S,
Canon,IR,IR 210 n,
Canon,GP,GP 210 Series,321
Canon,Imagerunner,Imagerunner 200 S,
Canon,Imagerunner,Imagerunner 200 d,
Canon,Imagerunner,Imagerunner 200 f,
Canon,Imagerunner,Imagerunner 200 e,
Canon,IR,IR 210,
Canon,Imagerunner,Imagerunner 210 e,336
Canon,GP,GP 200 e,
Canon,Imagerunner,Imagerunner 210 S,336
Canon,Imagerunner,Imagerunner 210 n,336
Canon,Imagerunner,Imagerunner 210,336
Canon,Imagerunner,Imagerunner 200 L,
Canon,GP,GP 200 S,
Canon,GP,GP 200 d,
Canon,GP,GP 216 f,321
Canon,GP,GP 216,321
Canon,GP,GP 211,321
Canon,GP,GP 211 f,321
Canon,GP,GP 210 f,321
Canon,GP,GP 200 f,
Canon,GP,GP 200,
OCE,Other,3122,336
Canon,GP,GP 225,2302
Canon,GP,GP 220,2302
OCE,Other,3121,336
CPF,Other,GP 215,
Canon,GP,GP 215 f,321
Canon,GP,GP 215 c,321
Canon,GP,GP 210,321
Canon,NP,NP 6035 f,12749
CPF,NP,NP 6230,
CPF,NP,NP 6035,12749
CPF,NP,NP 6028,12749
Canon,GP,GP 550 Series,325
Canon,IR,IR 7200 Series,4874
Canon,GP,GP 600 Series,2303
Canon,Imagerunner,Imagerunner 7200 Series,4874
Canon,IR,IR 600 V,345
Canon,Imagerunner,Imagerunner 600 V,345
Canon,IR,IR 8070,4874
Canon,GP,GP 550,325
Canon,Imagerunner,Imagerunner 8070,4874
Canon,Imagerunner,Imagerunner 60,
Canon,Imagerunner,Imagerunner 600,345
Canon,Imagerunner,Imagerunner 550,344
Canon,IR,IR 600,
Canon,GP,GP 605 p,2303
Canon,IR,IR 7200,4874
Canon,Imagerunner,Imagerunner 7200,4874
Canon,GP,GP 555,325
Canon,Imagerunner,Imagerunner 7229,4874
Canon,IR,IR 7229,4874
Canon,GP,GP 605,2303
Canon,BJ,BJ 220 Series,
Konica Minolta,Fax KF,Fax KF 9400 Series,
IBM,Other,4070 Series,
Canon,Fax B,Fax B 200 Series,
Brother,Other,HJ 100 Series,
Brother,Whisperwriter,Whisperwriter WP 7000 Series,
Canon,BJ,BJ 200 Series,
NRG,Other,6260 Fax,
NRG,Fax,Fax 9645,
Calcomp,Other,Techjet Plotter,
Canon,Starwriter,Starwriter Pro 5000,
Brother,Whisperwriter,Whisperwriter WP 7800 J,
Brother,Whisperwriter,Whisperwriter WP 7500 J,
Brother,Whisperwriter,Whisperwriter WP 7000 J,
Calcomp,Other,Techjet 530,
Utax,Starwriter,Starwriter 85,
Utax,Starwriter,Starwriter 80,
Star Micronics,Other,Writer 80,
Star Micronics,Other,Starjet SJ 48 Plus,
Star Micronics,Other,Starjet SJ 48,
Star Micronics,SJ,SJ 48 Plus,
Star Micronics,SJ,SJ 48,
Ricoh,Fax,Fax F 800,
Sanyo,SFX,SFX-P 60,
Sanyo,SFX,SFX-P 55,
Sanyo,SFX,SFX-P 50,
Sanyo,SFX,SFX-P 45,
Sanyo,SFX,SFX-P 40,
Radio Shack,Other,JP 250,
Infotec,Fax,Fax 3820,
Lexmark,Other,4070-02,
Lexmark,Other,4070-01,18213
Konica Minolta,Fax KF,Fax KF 9450,
Konica Minolta,Fax KF,Fax KF 9410,
IBM,Other,4070-2,
IBM,Other,4070-1,
IBM,Other,4070,
Epson,Other,ART Writer AW 100,
Epson,Stylus,Stylus 300,513
CPF,Fax,Fax B 200,
Canon,VP,VP 500,
Canon,Starwriter,Starwriter 95 WP,
Canon,Starwriter,Starwriter 95,
Canon,Starwriter,Starwriter 80 DE Luxe,
Canon,Starwriter,Starwriter 70,
Canon,Starwriter,Starwriter 60,
Canon,Starwriter,Starwriter 500,
Canon,Starwriter,Starwriter 400,
Canon,BJ,BJ 5,
Canon,BJ,BJ 230,
Canon,BJ,BJ 220 JS,
Canon,BJ,BJ 220 JC,
Canon,BJ,BJ 220,
Canon,BJ,BJ 210,
Canon,BJ,BJ 200 JS,
Canon,BJ,BJ 200 JC,
Canon,BJ,BJ 200 EX,
Canon,BJ,BJ 200 E,
Canon,BJ,BJ 200,
Canon,BJ,BJ 20 EX,
Canon,BJ,BJ 20,
Canon,BJ,BJ 15 V,
Canon,BJ,BJ 10 V,
Canon,BJ,BJ 10 SX,18200
Canon,BJ,BJ 10 EX,18199
Canon,BJ,BJ 10 E,
Canon,Other,Navigator HD 40,
Canon,Multipass,Multipass 100,
Canon,Faxphone,Faxphone B 75,
Canon,Fax B,Fax BJ 5,
Canon,Fax B,Fax BJ 190,
Canon,Fax B,Fax B 230,302
Canon,Fax B,Fax B 200 E,
Canon,Fax,Fax 8200,
Alcatel,Other,9384,
Brother,Whisperwriter,Whisperwriter WP 7000,
Apple,Stylewriter,Stylewriter Portable,
Apple,Stylewriter,Stylewriter 1200,
Apple,Other,Stylewriter,
Advanced,Other,Bubblejet,
Brother,Other,HJ 400,
Brother,Other,HJ 100 I,
Brother,Other,HJ 100,
Brother,Other,HF 770,
Aviv,Other,TFS,
Calcomp,Other,Techjet Designer 5400 Series,
Selex,SR,SR 710 Series,
OCE,Other,5100 HR,
Calcomp,Other,5436,273
Calcomp,Other,5242,273
Calcomp,Other,Techjet Personal,
Canon,BJC,BJC 250 J,276
Calcomp,Other,Techjet Designer 5436,
Canon,BJC,BJC 251,276
Selex,SR,SR 710 E,
Selex,SR,SR 710 D,
Selex,SR,SR 700 E,
Selex,SR,SR 700 D,
Sanyo,Other,Twinjet SFX-P 500,
Sanyo,Other,Twinjet SFX-P 300,
Sanyo,SFX,SFX-P 500,
Sanyo,SFX,SFX-P 300,
Canon,BJC,BJC 255,276
Canon,BJC,BJC 250,276
Canon,BJC,BJC 240,276
Canon,BJC,BJC 220,
Canon,BJC,BJC 210 J,
Canon,BJC,BJC 210,18201
Canon,BJC,BJC 150,
Canon,BJC,BJC 1000,40
Calcomp,Other,Techjet Designer 5424,
Calcomp,Other,Techjet Designer 720,273
Canon,I,IJ 310,
Apple,Stylewriter,Stylewriter II,
Apple,Color Stylewriter,Color Stylewriter 1500,
Olivetti,ATS,ATS 6400 Series,
Olympia,CM,CM 2100 Series,
Citizen,DP,DP 620 Series,
Nikko,Other,NK 610 Series,
Towa,Other,ET 6400 Series,
Citizen,DP,DP 600 Series,
Citizen,IDP,IDP 3530 Series,2281
Citizen,IDP,IDP 3540 Series,2281
Citizen,IDP,IDP 3545 Series,2281
Olympia,CM,CM 2000 Series,
Citizen,DP,DP 610 Series,
Citizen,CBM,CBM 720 Series,403
Citizen,IDP,IDP 3500 Series,2281
Olympia,CM,CM 1900 Series,8675
Olympia,CM,CM 2135,
Olympia,CM,CM 2130,
JCM,Other,Gold 3700,
Citizen,IDP,IDP 3535,2281
Citizen,IDP,IDP 3530 B,2281
Citizen,IDP,IDP 3551,2281
Citizen,IDP,IDP 3551 F,2281
Citizen,IDP,IDP 3550 F,2281
Citizen,IDP,IDP 3550,2281
Towa,Other,NR 5321,
Walther,Other,ECR 1520,
Walther,Other,ECR 1210,
Towa,Other,ET 6420 F,
Towa,Other,ET 6420,
Towa,Other,ET 6120,
Towa,Other,ET 5616,
Towa,Other,ET 5416,
Towa,Other,CT 5616 ECR,
Verifone,Other,380,
Utax,S,S 355,
SKS,Other,ECR 5020,
Sigma,Other,CR 4080 Alpha,
Sigma,Other,CR 2080 Alpha,
Sigma,Other,4080 Alpha,
Sigma,Other,2080 Alpha,
TEC,MA,MA 1300,
Wincor-Nixdorf,Beetle,Beetle 20/1,
Sharp,ER-A,ER-A 430,
Sharp,ER,ER 03 RP,
Sanyo,Other,SMP 203,
Panasonic,JS,JS 7500,
Panasonic,JS,JS 660,
Olympia,CM,CM 2035,
Olympia,CM,CM 2030,
Olympia,CM,CM 1936,8675
Olympia,CM,CM 1935,8675
Olympia,CM,CM 1930,8675
Olympia,CM,CM 1920,8675
Olivetti,ECR,ECR 007,
Nikko,Other,Sigma Mark II,
Nikko,Other,NK 614-4,
Nikko,Other,NK 614-3,
Nikko,Other,NK 614-2,
Nikko,Other,NK 614-1,
Nikko,Other,NK 5500,
Olivetti,Other,Clipcart,
Olivetti,Other,CD 6300 Series,
Olivetti,CAT,CAT 6500,
Olivetti,CAT,CAT 6300,
Olivetti,Other,Cash Dispenser CP 6300,
Olivetti,ATS,ATS 6400 E,
Olivetti,ATS,ATS 6400,
Konic Electronics,Other,SR 5020,
IPC,Other,CBM DP 600,
Hugin,Other,Sweda Kuechenprinter,
Citizen,Other,Sprocket Type,
Citizen,Other,RP 100,
Citizen,IR,IR 61 B,
Citizen,IR,IR 61,
Citizen,IDP,IDP 3546 F,2281
Citizen,IDP,IDP 3545 P,2281
Citizen,IDP,IDP 3545 F,2281
Citizen,IDP,IDP 3545,2281
Citizen,IDP,IDP 3541 F,2281
Citizen,IDP,IDP 3541,2281
Citizen,IDP,IDP 3540 P,2281
Citizen,IDP,IDP 3540 F,2281
Citizen,IDP,IDP 3540,2281
Citizen,IDP,IDP 3530 S,2281
Citizen,IDP,IDP 3530 P,2281
Citizen,IDP,IDP 3530 F,2281
Citizen,IDP,IDP 3530,2281
Citizen,IDP,IDP 3504 F,
Citizen,Other,H 950,
Citizen,Other,H 750-02,
Citizen,Other,Friction Type,
Citizen,ECR,ECR 5000,
Citizen,DP,DP 720,
Citizen,DP,DP 710,
Citizen,DP,DP 630,
Citizen,DP,DP 627,
Citizen,DP,DP 620,
Citizen,DP,DP 617 P,
Citizen,DP,DP 617 G,
Citizen,DP,DP 617,
Citizen,DP,DP 614,
Citizen,DP,DP 612 G,
Citizen,DP,DP 612,
Citizen,DP,DP 611,
Citizen,DP,DP 610 AC,
Citizen,DP,DP 610,
Citizen,DP,DP 606,
Citizen,DP,DP 600,
Citizen,CBM,CBM 750,405
Citizen,CBM,CBM 730,404
Citizen,CBM,CBM 725,403
Citizen,CBM,CBM 720,403
Citizen,CBM,CBM 710,
Citizen,CBM,CBM 700,
Citizen,CBM,CBM 600 Series,
Citizen,Other,3541,
Casio,Other,KP 300,
ABS,Other,System V,
ABS,Other,System IV,
ABS,Other,System III,
Adler-Royal,CMS,CMS 9200,
Olympia,CM,CM 730 Series,
Citizen,CBM,CBM 910 Series,
Citizen,IDP,IDP 3100 Series,412
Citizen,Other,MD 910 Series,
Olympia,CM,CM 890 Series,
Citizen,CBM,CBM 911 II,
Citizen,CBM,CBM 910 II,406
Walther,Other,ECR 88,
Olympia,CM,CM 899,
Olympia,CM,CM 898 R,
Olympia,CM,CM 898,
Olympia,CM,CM 888 K,
Olympia,CM,CM 888,
Olympia,CM,CM 735,
Olympia,CM,CM 730,
Konic Electronics,Other,SR 514,
Konic Electronics,Other,SR 508,
ICL,Other,ST 2500,
Mael,Other,505 E,
Citizen,Other,MD 911,
Citizen,Other,MD 910,
Citizen,IR,IR 91 PA,
Citizen,IR,IR 91 P,
Citizen,IR,IR 91 B,
Citizen,IR,IR 90 B,
Citizen,IR,IR 90,
Citizen,IDP,IDP 3111,412
Citizen,IDP,IDP 3110,411
Citizen,CBM,CBM 911,
Citizen,CBM,CBM 910,406
Citizen,Other,910,
Compuprint,Other,9070 plus,2185
Compuprint,Other,9070 Series,2185
Compuprint,Other,9078 Series,2185
Compuprint,Other,9068 Series,2185
Compuprint,Other,9050,2185
COT,Other,9000 Series,2185
Compuprint,Signum,Signum 2000 Series,
Tally Genicom,LA,LA 700 Series,2185
Compuprint,Other,9065,2185
Compuprint,Other,9078 Plus HD,2185
Compuprint,Other,9070,2185
Compuprint,Other,9070 LA,2185
Compuprint,Other,9060 LA,2185
Compuprint,Other,9060,2185
COT,Other,9100,
COT,Other,9078 D,2185
Tally Genicom,Other,3850,
Tally Genicom,LA,LA 500,2185
Tally Genicom,LA,LA 700 Plus,2185
COT,Other,9078,2185
Compuprint,Other,9078 D Plus,2185
Compuprint,Other,9078 Plus,2185
Compuprint,Other,9068 Plus,2185
Tally Genicom,Other,3470,
IBM,Other,4247-A002,2186
