sku,weight
UX92CR,0.1
2234/01,0.1
BLGPG10701,0.12
BLGPG10703,0.18
SP635031,0.1
SP635048,0.1
SP635064,0.1
639502,0.923
652613,0.1
NVM2BH,0.576
BLGC4 01,0.16
BLGC4 03,0.133
9823003,1.086
84,0.1
PASFA4B,0.4
700077,0.1
2570/01,1.72
2570/03,1.797
2570/05,1.78
2570/06,1.78
7202/01,0.313
21631,1.91
NLB0607,0.924
NLB0608,0.908
NLB0609,0.912
IB410048,0.001
14480000,0.2
14498000,0.164
60101202,0.18
DE780272,0.1
4400542,0.1
247,2.86
YF1-50,0.1
GK-2012S,0.1
T0 331,0.1
DPI08,0.1
KF04516,0.024
759838,0.1
DK 22113,0.1
9004079,2.6
9004391,1.49
9004462,2.52
FL014301,6.116
ENPFF009,0.92
ENPFF022,0.562
NPA0213,0.388
ENBKP115,0.091
53816,0.933
50710,0.948
50711,0.944
50712,0.913
418,0.34
180002,0.001
NSU0100,0.211
180001,0.154
59589,0.094
59590,0.15
ENBKP309,0.18
50159,0.1
NLA0200,3.94
NLA0210,4.36
204951620,7
NRB0100,2.631
NRB0102,2.52
NRB0101,2.48
NLA0201,3.738
NLA0202,3.985
NLA0203,4.116
50160,0.1
ENBKP308,1.4
50161,4.771
50106,0.18
ENAST011,4.54
50365,4.231
59345,3.968
59343,4
ENENV412,3.775
ENENV413,3.89
ENENV423,3.697
ENENV424,3.878
NEMO324,3.14
792937,1.883
1T02H50EU0,0.43
0386B002,0.8
VEVFC,0.1
3641,0.255
3644,0.1
9002200,0.1
9002201,0.1
FAXT106U1,2.8
7814A002,0.001
3643,0.1
2515713,0.001
2515714,0.001
803670,0.1
803688,0.1
100330510,0.1
10472-01,24
VEVHSR,0.1
AR202LT,1.52
1103402,0.18
1101202,0.32
370QC0KX,1.11
1082802204,0.1
11518030,0.1
CC653AE,0.053
QL570,0.1
1181,22
1182,42
1183,56
YF1-80,21
CR5,0.1
CR5-T,0.1
DE51603,0.1
2120i-WH,0.485
3333/01,1.546
100101489,0.1
Q1441A,4.99
866273,0.1
866281,0.1
1T02HS0EU0,0.51
2934B007,0.08
1T02J00EU0,0.766
1T02J20EU0,1.1
904690,0.1
904720,1.775
908625,0.1
909493,1.034
909795,1.474
910326,0.1
910504,0.1
910652,0.186
910687,0.16
912785,0.116
912815,1.852
912866,1.023
ES1257,7.91
914976,0.1
914992,0.1
915028,0.1
915719,0.1
917081,0.068
917103,0.08
917189,1.696
917197,1.66
917200,1.666
917219,1.528
917227,1.636
917235,0.98
917243,0.9
917251,2.48
917278,0.88
917286,2.995
917294,2.926
917308,2.62
917316,2.591
917332,0.1
917340,0.1
917359,0.1
917367,0.1
923329,0.971
923337,0.06
923345,0.076
923728,0.1
923744,0.1
923922,0.056
924073,0.874
924103,1.04
925,0.1
924367,0.132
924391,1.047
924405,0.865
924413,0.1
924421,0.1
924448,0.1
924621,1.02
924639,2.438
924647,1.752
924655,1.3
924663,0.84
924671,0.1
924689,2.676
924697,2.048
924702,1.504
924710,0.85
924760,0.1
924778,1.05
924786,0.06
924794,0.08
924809,0.04
924817,0.068
924825,0.1
924833,0.1
925885,1.021
925888,1.42
925893,1.4
925896,1.46
925923,1.225
925927,1.05
925931,1.848
925935,1.476
925951,1.442
925958,1.446
925966,1.497
925969,0.852
925974,0.86
925977,0.862
925982,0.9
925985,2.037
925990,1.954
925993,1.99
926003,2
926037,0.1
926053,0.1
926066,0.063
926074,0.06
926079,0.068
926082,0.05
926087,0.154
926090,0.128
926095,0.08
926120,0.078
926126,0.324
926139,0.042
926142,0.042
926147,0.045
926150,0.037
926716,0.06
926724,0.07
926728,0.06
926732,0.1
926736,0.078
926740,0.076
926744,0.1
926752,0.1
926817,0.58
926867,0.956
926937,0.92
927008,5.16
927010,0.89
927016,1.128
927024,0.968
927037,1.102
927040,0.063
927045,0.04
927053,0.043
927058,0.04
927061,0.04
927082,0.1
927088,0.143
927090,0.1
927096,0.077
927113,0.08
927118,0.083
927121,0.14
927147,0.1
927177,0.1
927197,0.1
927207,2.761
927317,3.002
927347,1.82
927367,1.02
928962,0.06
928964,0.1
928970,0.1
928972,0.1
928980,0.1
928989,0.1
928997,0.1
928998,0.1
929003,0.1
929008,0.1
929011,0.048
929016,0.031
929032,0.01
929038,0.034
929040,0.044
929066,0.713
929070,0.795
929074,2.794
929089,0.99
929090,0.93
929097,0.92
929100,0.894
929105,0.848
929155,0.04
929171,0.05
929178,0.048
5010010,5.69
929801,0.1
8264,5.44
8260,0.611
929895,0.1
930083,0.059
930091,0.1
5026,1.99
931004,0.66
931006,1.235
931020,0.1
931022,1.86
931038,0.718
931046,0.1
931049,0.771
931054,0.84
931057,0.816
931062,0.8
931065,0.82
931070,2.296
931073,0.82
931081,0.94
931088,0.92
931101,0.952
931103,0.93
931119,0.99
931135,1.046
931138,0.069
931143,0.081
931162,0
931169,0.136
931170,0.136
931177,0.1
931189,0.1
931193,0.1
931197,0.1
931200,0.1
931208,0.1
931219,0.1
931227,0.239
931232,0.134
931235,0.1
931240,0.1
931243,0.045
931251,0.056
931258,1.325
931290,1.05
931294,1.34
931305,1.338
931308,1.34
931313,0.087
931685,2
931693,2.048
931698,1.95
932028,0.1
932033,0.1
932237,0.043
932245,0.035
932249,0.037
932265,0.045
932279,0
932334,0.919
932338,1.51
932342,0.1
932346,0.1
932350,0.1
932354,0.1
932842,0.771
932847,1.02
932850,0.96
932855,0.76
932863,0.978
933290,0.8
933305,1.88
933309,1.388
933313,0.92
933317,0.769
933321,0.645
933325,0.785
933333,0.777
933339,1.449
933341,0.725
933347,0.7
933355,1.495
933363,0.651
933371,0.61
933376,1.312
933384,0.653
933389,1.552
933392,0.1
933397,0.1
933402,1.438
933511,0.86
933517,0.854
933533,0.868
933562,0.992
933567,0.12
933570,0.08
933583,0.037
933589,0.1
933591,0.047
933597,0.1
933600,0.082
933606,0.02
933614,0.043
933627,0.062
933635,0.06
933648,0.045
933651,0.182
933656,0.1
933680,0.094
933686,0.046
933694,0
933708,0.178
933711,0.1
933716,0
933724,0.048
933737,0.1
933740,0.1
933753,0.034
933759,0.118
933761,0.032
933767,0.037
933775,0.032
933783,0.074
933787,0.01
933791,0.1
933795,0.1
933800,0.1
933805,0.1
933876,0.1
933880,0.1
934223,0
934229,0
934231,0
934237,0.079
934253,0.066
934258,0.052
934261,0.01
934266,0.073
934274,0.056
934279,0.058
934282,0.077
934295,0.01
934300,0.04
934304,0.042
934312,0.144
934342,0.1
934363,0.12
934371,0.1
934376,0.1
934398,0.04
934401,0.085
934407,0.052
934423,0.06
934428,0.082
934431,0.048
934436,0.04
934444,0.03
934449,0.14
934452,0.07
934457,0.073
934460,0.069
934465,0.1
934487,0.1
934495,0.1
934499,0.1
934504,0.1
934525,0.635
934533,0.668
934538,0.68
934541,0.84
934546,0.63
934562,0.7
934568,0.64
934570,0.73
934576,0.786
934584,0.48
934588,0.469
934592,0.48
934596,0.436
934601,1.7
934606,0.82
934614,0.85
934619,0.854
934622,0.86
934627,1.05
934635,0.58
934643,0.64
934677,0.72
934681,1.474
934685,1.22
935321,0.1
SFW205FYC,0.1
SFW123TTC,0.1
SFW205TXC,0.1
4B2100,0.1
STW123GTC,0.1
XX-AA6K420,0.1
184H050501,0.1
184S105230,0.1
184H594901,0.1
184H261201,0.1
184H043601,0.1
184H094030,0.1
184H094037,0.1
184H094038,0.1
184H094039,0.1
184C051313,0.1
184H054001,0.1
184H054102,0.1
184H054303,0.1
184H054204,0.1
184C000501,0.1
184E007101,0.1
184E007102,0.1
184E007103,0.1
184E007104,0.1
184E007121,0.1
184B098101,0.1
184B098102,0.1
184B098103,0.1
184B098104,0.1
184H030030,0.1
184H136430,0.1
184H036437,0.1
184H036438,0.1
184H036439,0.1
184H030031,0.1
184H092030,0.1
184H092037,0.1
184H092038,0.1
184H092039,0.1
184C051201,0.1
184H053001,0.1
184H600001,0.1
184H755301,0.1
184B200001,0.1
184B211001,0.1
184B212001,0.1
184H053102,0.1
184H600102,0.1
184H053303,0.1
184H600303,0.1
184B200501,0.1
184H053204,0.1
184H600204,0.1
B21645,0.1
100080416,0.1
78135,0.1
ECLAB090,0.936
ECLAB083,0.948
ECLAB082,0.918
XA1883,2.26
XA1884,3.34
ECLAB005,0.94
XA2580,0.927
XA2581,4.493
XA2582,4.429
XA3051,6.26
XA3052,6.032
XA3053,7.128
XA3054,0.1
JA3138,2.88
XA6791,0.92
50105,0.183
LA9234,0.934
LA9235,0.9
LA9236,12.543
LA9237,0.94
XA9717,3.379
XA9718,4.88
XA9719,7.31
XA9720,3.26
ECFLG063,3.723
ECFLG067,4.674
ECFLG071,5.12
ECFLG072,6.293
51873,3.7
EB6840,0.48
EB6844,0.454
EB6846,0.504
EB6847,0.462
EB6848,0.42
XB6861,0.38
XB6862,0.4
XB6863,0.38
DB7880,1.56
DB7881,3.295
IB8684,0.72
IB8685,0.47
RB9085,2.34
RB9086,2.402
RB9087,2.48
RB9089,2.38
NB9182,8
NB9183,10
NB9184,10.5
RB9589,2.526
RB9590,2.418
SB9628,3.589
PB9636,0.1
PB9637,0.1
RB9681,2.44
RB9682,2.45
RB9683,2.396
RB9684,2.39
RB9685,2.38
RB9686,2.44
ISC75A4,2.546
ILC80A4,2.52
ILC80A3,0.1
ECBKP104,3.26
ECBKP106,0.1
AD7070,1.568
AD7110,6.754
AD7111,2.42
AD7112,1
PD9186,3.42
PD9187,3.432
PD9188,0.1
PD9189,3.96
PE1101,0.08
PE1654,0.17
PE1655,0.175
PE1656,0.135
PE1657,0.11
SE9177,0.838
SE9178,0.424
PE9186,0.384
PE9187,0.374
ECWRG059,0.1
ECWRG506,0.136
ECWRG507,0.094
PF1101,1.016
53863,0.43
PF1263,9.856
PF1264,0.927
51874,0.1
BF1487,10
868635040-65,3.609
BF7840,1
BF7841,7
BF7842,10
ECFLG310,5.04
206135080,6.48
ECCFL004,0.32
EF9005,0.655
MF9302,3.627
MF9303,3.675
MF9304,3.52
MF9305,3.5
MF9306,3.52
MF9307,3.724
MF9308,3.718
869835040-64,1.942
868635040-67,0.676
MF9521,2.822
ECPFF120,0.635
ECPFF121,0.62
ECPFF112,0.742
51877,3.12
51878,0.1
PF9713,0.315
PF9714,0.981
BF9903,5.12
PF9952,0.337
SH3031,1.377
SH3032,1.22
XH3051,2.238
XH3052,1.194
XH3053,2.84
XH3054,1.418
ECBKP303,2.24
SH9928,2.267
ECSCR002,0.042
ECSCR003,0.07
51867,0.544
51868,0.313
HI8541,0.2
HI8542,0.1
HI8543,0.1
HI8544,0.1
HI8545,0.1
ECWRG117,0.1
ECWRG111,0.1
PI9188,0.1
PI9189,0.1
PI9190,0.1
PI9405,0.1
PI9463,0.1
PI9464,0.1
PI9465,0.1
MK8720,0.1
MK8721,0.1
MK8722,0.1
MK8723,0.1
MK8726,0.1
MK8727,0.1
MK8728,0.1
MK8729,0.1
MK8730,0.1
MK8731,0.1
DK9408,0.1
DK9409,0.1
79695,0.1
49696,0.1
ECCAFO50,0.1
ECCAFO55,0.1
ECCAFO51,0.1
ECCAFO75,0.1
ECCAFO58,0.1
ECCAFO54,0.1
CL8947,0.1
CL8948,0.1
CL8949,0.1
CL8950,0.1
ECGLU040,0.1
PL9299,0.1
PL9341,0.1
PL9342,0.1
PL9343,0.1
LM8893,0.1
LM8894,0.1
ECLAM013,0.1
ECLAM012,0.1
59436,0.1
CM9100,0.1
CM9605,0.1
CM9607,0.1
LM9757,0.1
LM9758,0.1
LM9762,0.1
CM9903,0.1
CM9904,0.1
CM9906,0.1
CM9907,0.1
CM9983,0.1
EN1301,0.1
EN1302,0.1
EN1304,0.1
52044,0.1
52045,0.1
52046,0.1
52047,0.1
EN2302,0.1
EN2304,0.1
EN2314,0.1
EN2347,0.1
EN2404,0.1
EN2421,0.1
EN2426,0.1
EN2429,0.1
EN2430,0.1
EN2437,0.1
EN2439,0.1
EN2623,0.1
EN2624,0.1
EN2625,0.1
PN6976,0.1
PN7335,0.1
EN9059,0.1
PN9121,0.1
ECENV107,0.1
EN9193,0.1
ECENV006,0.1
ECENV002,0.1
ECENV005,0.1
ECENV101,0.1
ECENV103,0.1
ECENV102,0.1
ECENV004,0.1
ECENV003,0.1
ECENV104,0.1
ECENV108,0.1
59437,0.1
59438,0.1
XO9818,1.39
XO9819,1.406
XO9820,1.479
XO9821,1.669
FP4806,0.1
FP8275,0.1
CR1011,0.1
79697,0.1
PR9170,0.1
PR9171,0.1
PR9172,0.1
PR9173,0.1
CP038,0.1
BR9225,0.1
LS0501,0.1
LS0503,0.1
LS0504,0.1
LS0506,0.1
LS0509,0.1
LS0516,0.1
AS1496,0.1
AS1551,0.1
MS3904,0.1
MS3905,0.1
MS3906,0.1
ES4802,0.1
XS7063,4.94
XS7065,0.883
SS7089,0.1
SS7090,0.1
SS7091,0.1
SS7092,0.1
SS7093,0.1
ECAST002,0.1
AS9339,0.1
AS9424,0.1
SS9451,0.1
SS9452,0.1
SS9453,0.1
SS9454,0.1
SS9455,0.1
LS9629,0.1
ECCLP009,0.1
ES9815,0.1
EULTR001,0.1
54713,0.1
54414,0.1
CP083,0.1
ST9191,0.1
ST9192,0.1
DT9203,0.1
ECCAL105,0.1
ECCAL006,0.1
ECSAS015,0.1
ECSAS006,0.1
XT9465,0.001
XT9466,0.24
XT9467,0.2
XT9468,0.1
CP130,0.1
LT9492,0.1
RU9181,0.1
ECDVD010,0.1
ECDVD011,0.1
LV1481,0.1
LV1482,0.1
ECDVD012,0.1
LV9140,0.1
LV9141,0.1
LV9142,0.1
LV9143,0.1
LV9144,0.1
LV9145,0.1
ECFLG114,0.1
ECFLG139,0.1
LV9221,0.1
LXV9222,0.1
LV9223,0.1
LV9224,0.1
LV9225,0.1
107435080,0.1
107735080,0.1
ECDVD209,0.1
ECDVD210,0.1
ECDVD211,0.1
ECDVD212,0.1
ECDVD215,0.1
ECDVD208,0.1
ECDVD217,0.1
ECDVD207,0.1
ECDVD202,0.1
ECDVD203,0.1
ECDVD218,0.1
ECDVD205,0.1
ECDVD206,0.1
ECDVD220,0.1
53357,0.1
53358,0.1
51869,0.1
51870,0.1
51871,0.1
51872,0.1
DV9649,0.1
DV9650,0.1
DV9651,0.1
DV9653,0.1
DV9654,0.1
DV9655,0.1
DV9656,0.1
DW8243,0.1
DW8244,0.1
DW8245,0.1
DW8246,0.1
DW8247,0.1
DW8248,0.1
ECMFF210,0.1
ECMFF211,0.1
ECMFF212,0.1
ECMFF213,0.1
ECMFF214,0.1
ECMFF215,0.1
ECMFF216,0.1
ECMFF209,0.1
PW9445,0.1
PW9446,0.1
PW9447,0.1
PW9448,0.1
PW9449,0.1
PW9450,0.1
PW9451,0.1
28P2420,0.1
53P9393,0.1
BT150,0.1
B0042C,0.1
KX-PEP3,0.1
FQ-TA19,0.1
89040069,0.1
1758025,5.092
KXFA75X,0.1
9060,0.1
ZWPS0160,0.001
6R90280,0.1
003R97762,20
LM0660001,0.1
KXCLTK1B,0.1
LJ2752001,1
LJ7162001,0.1
1710534-001,0.1
0938-401,0.1
1104330,0.1
1104332,0.1
116133100,0.1
14810010,0.1
30377,0.1
F045000,0.1
FG6-5815-000,0.1
LJ0374001,0.1
LJ1304001,0.1
QY6-0054-000,0.1
TN302M,0.1
TN601K,0.1
CDC025P,0.1
RF5-1885,0.1
RG5-4590,0.1
7410,0.1
RM1-1298,0.1
RF5-3114,0.1
RM1-1891,0.1
MIP480-KA,0.1
EDM-540/640,0.1
RG5-3718,0.1
B0512100,0.1
CB026-67043,0.1
4038R74300,0.1
C8554-67901,0.1
PF2282K039NI,0.1
Q1273-60092,0.1
RM1-4248-020CN,0.1
RM1-0043-060CN,0.1
RM1-2755-080CN,0.1
LM5237001,0.1
9J06R70400,0.1
CC519-67909,0.1
Q5982-67926,0.1
RM1-2709,0.1
RM1-2741,0.1
C6090-60314,0.1
175220-001,1
A0DE0GF,0.1
CE859-69002,0.1
Q7848-61006,0.1
FK-60,0.1
MK-510,1
LA30R-KA,0.06
9004295,0.1
ARSC2,0.1
JC81-01693A,0.1
2101981,0.038
2101985,0.017
75P6111,0.1
39V3413,0.1
2BF82130,0.1
2BF82140,0.1
817542,0.1
LU0941001,0.1
A02ER73022,0.1
RL1-0007,0.1
PF2288K050NI,0.1
RM1-2096,0.1
RG9-1542,0.1
RF5-3750,0.1
RC1-0939,0.1
RL1-0019,0.1
RM1-2727,0.1
JC96-04496A,0.1
Q7805-69003,0.1
003R98205,0.1
JC66-00526A,0.1
JC96-03260A,0.1
JC75-00156A,0.1
LK2179001,0.27
D30L-9001-0259,0.1
CC468-67924,0.1
RM1-4431,0.1
JC73-00302A,0.1
RF5-3338,0.1
RG5-5281,0.1
RL1-0568,0.1
K2300-300,0.1
DV-62,0.1
B0273501,0.1
B0317530,0.1
611310010,0.1
604K47890,0.1
JC73-00089A,0.1
JC97-02233A,0.1
B1803001,0.1
B1803002,0.1
LR1920001,0.1
FC5-2457-000,0.1
RF5-4258,0.1
GPR10/7814A002,0.1
39996-11,0.1
RM1-1740,0.1
2BM93190,0.1
5PLPZWKAPKE,0.1
FK-101,0.1
FK-310,0.1
MK-707,0.1
RM1-3738,0.1
DQ-H240D-PU,0.1
JB75-00299A,0.1
JC97-03028A,0.1
K2400-020,0.1
K4000-020,0.1
KP3005-020,0.1
A011R71400,0.1
604K42200,0.1
LU2545001,0.1
RM1-1922,0.1
5851-4013,0.1
5852001,0.1
RL1-1802-000CN,0.1
QY6-0066-000,0.1
40X5187,0.1
JC66-00528A,0.1
JC75-00050B,0.1
JC75-00051B,0.1
JC96-03800C,0.1
JC96-04481A,0.1
JC97-03046A,0.1
604K15321,0.1
LU4373001,0.1
12G6488,0.1
40X1132,0.1
40X2801,0.1
56P2844,0.1
99A1138,0.1
RG5-5662-000CN,0.1
1265001,0.1
UF-8300-EB,23
PA03540-0002,0.1
41766501,0.1
42209202,0.1
43435702,0.1
604K50481,0.1
39995-11,0.1
A0DE01F,0.1
RL1-2120,0.1
CB414-67923,0.1
LU1319001,1
LFH3210/00,0.16
RG5-0880R,0.1
RM1-4445,0.1
MK-660B,0.1
AODK153,0.1
4601-300,0.1
AODK453,0.1
TN311BK,0.1
TK-830C,0.1
MK-865A,0.1
TK-830K,0.1
MK-865B,0.1
TK-830M,0.1
MK-826A,0.1
AODK353,0.1
MK-660A,0.1
MS-2,0.1
TK-830Y,0.1
1216,0.6
3937182/3940350,0.1
B0439 B0477,0.1
704539-008,1
DQ-TU33R,0.1
KX-P450I,0.1
704539-006,1
M00550,0.1
29953809,0.1
B0772,0.1
B0774,0.1
B0852,0.1
B0735,0.1
B0771,0.1
MX70GVBA,0.1
56P4241,0.1
4049-411,0.1
B0708,0.1
25001843,0.1
29953808,0.1
29953810,0.1
4040R71100,0.1
43861,0.1
604K58220,0.1
LU1199001,0.1
593-10291/H515C,0.1
39V0314,1
39V1644,1
RG5-7442-010,0.1
B0883,0.1
CE710-69005,0.1
CE710-69004,0.1
Q2437-69007,0.1
302HS93043,0.1
RM1-4425,0.1
RM1-4840,0.1
RM1-2732,0.1
PAP-TOR-001-001,0.1
CLP3416C,0.1
29951045,0.1
95P4436L,0.1
MK-350B,0.1
MINTN214K,0.1
02UH,0.1
DT338MGT,0.1
DT18,0.1
DT338BLK,0.1
DT338CYN,0.1
B0953,0.1
B0951,0.1
M509D,0.1
j142h,0.1
R298D,0.1
KX-FC275E-S,0.1
A0DE05F,0.1
A0DE0AF,0.1
JC90-00980A,0.1
CE502-67913,0.1
RL1-1785,0.1
RL1-2115,0.1
RM1-1047,0.1
PF-100,0.1
JC66-02717A,0.1
A04P800,0.1
A04P900,0.1
A04P700,0.1
020T,0.1
MX850GR,0.1
SDUG200D,0.1
40214F,0.1
106R01300,0.35
302H493022,1
841410,0.1
841411,0.1
841409,0.1
4472110010,0.1
S-3379,0.1
MK-895A,1
MX510HB,0.1
PA03540-E905,0.1
LFH3010/01,0.125
LFH3020/01,0.125
RL1-3167-000CN,0.1
N2279026,0.1
MK-726,0.1
C546U2KG,0.383
JC91-01103A,0.1
JC95-01039A,0.1
RM1-6467,0.1
56P0885,0.1
TB-700,0.1
604K58244,0.1
445211014,0.1
020S,0.1
IR31B,0.1
MK-6705C,0.1
MK-6305A,0.1
1765030EU,1
2200-15855-001,0.386
16192700,0.1
126E02780,0.1
RL1-0569,0.1
CE710-69010,0.1
PLTRIGMR,0.1
CM751-60180,0.1
MKIT1300-N,0.1
841408,0.1
29952208,0.1
JC91-01105A,0.1
HGE251V5,0.001
XUNIPENNECKSTRAP,0.1
1328101,1
1320901,1
1327701,1
4171-306,0.1
JC93-00297A,0.1
39V1645,1
39V3591,0.1
IU612K/DR612K,0.1
302H593011,0.1
N2288126,0.1
LX4013001,0.1
LY0416001,0.1
MKIT3000-N,0.1
AR-M450LT,0.1
302HP93178,0.1
MINTN214Y,0.1
B0645,0.1
RM1-4563,0.1
JC96-05661B,0.1
848K52580,0.1
675K74930,0.1
FO-15CR/UX15CR,0.1
9967000443/924,0.1
LY1257001,0.1
DV-560M,0.1
DV-540C,0.1
A202053,0.1
PM-660A,0.1
LK5374001,0.1
PF2309-SVPNK,0.1
LFH3600/00,0.1
LFH3610/00,0.1
41084,0.1
40100,0.277
JC91-01129A,0.1
IBM53P770,0.1
D8093003,0.1
115R00077,0.1
LX3840001,0.1
VCARCHARGER,0.1
VL4T6MG,0.1
VL7M16MG,0.1
VL7T16MG,0.1
VPLUGS,0.1
X5RT20MG,0.1
253447091,0.108
66084989,0.1
LY0456001,0.1
PFA721,1
X130A13009,0.1
X250A25005,0.1
X350A35004,0.1
X350E35003,0.1
X350E35006,0.1
X350E35007,0.1
CN550-60038,0.1
XMCA25MF,0.1
40X8436,0.1
B1005,0.37
B1006,0.35
B1007,0.33
B1008,0.34
MK-8315B,0.1
D8093001,0.1
317-4001,0.1
C11CC25002,5.2
8064002,1
008R13036,0.1
FKITLJ4600,0.1
FKITLJ4600T,0.1
RG5-5173-130CN,0.1
RL1-2099-000CN,0.1
302J593010,0.1
D8093002,0.1
D8093004,0.1
LMF001,0.04
5346105,0.425
5346303,0.615
5348202,0.872
XEA207W,1
2101982,0.035
2515715,0.1
2515716,0.1
2515717,0.1
2515718,0.748
2515719,0.796
2515720,0.1
2515722,0.1
1831,11
CK45,0.1
LY5384001,0.1
LY5385001,0.1
JC93-00794A,0.1
S0721610 91201,0.1
VT1000UH1,0.1
PFA421,0.1
B1011,0.1
VL3M16MG,0.1
LY0452001,0.1
JC66-03353A,0.1
RM1-0343,0.1
023N01169,0.1
3977-6001,0.1
C3974-60002,0.1
C5628A/RG5-5460,0.1
C7011A,0.1
K5M-300,0.1
KITMPLJ4100,0.1
Q2519ASHIP,0.1
RB2-6474-000,0.1
RC1-3324-000,0.1
RG5-1887,0.1
RG5-6040-050,0.1
RM1-3525-000,0.1
XPGPRO200-17,0.1
29038,0.1
B8530220AG3005,0.1
T-1550 (TONER),0.1
T-1710 E,0.1
T-1810,0.1
TOS21101,0.1
TOST6570E,0.1
39V0307/39V0311,0.1
39V0308/39V0312,0.1
41U2163 884916,0.1
56P9694,0.1
99A2421/56P1037,0.1
30MFD2HDCF,0.1
DVM12CL,0.1
4234A002BA/GPR-4,0.1
7628A002/A001,0.1
COTIE2900,0.1
NP4040 TONER,0.1
QM3-0653-060,0.1
1019970,0.1
2109263/2090242,0.1
2908DN,0.1
DG15CL,0.1
CC30/35,0.1
DC1205/1255,0.1
DC-1215/1256,0.1
DC1560/DC-2050,0.1
DC-1855/2155,0.1
DC-3060/4060,0.1
MK-896A,0.1
PU42/5PLPXKVAPKX,0.1
VI150/155/200,0.1
59P2848/56P2911,0.1
00SH,0.1
02UG,0.1
1015 TONER,0.1
160/180 TONER,0.1
312,3.03
3231/3331 TONER,0.1
4068613/DR310,0.1
4152-613/1,0.1
7015,0.1
7033 (TONER),0.1
8314193R71100,0.1
8936-488/-493,0.1
A0YP052,0.1
AODK253,0.1
DI-181,0.1
DR-510,0.1
DV710/02XG,0.1
MT TONER 101B,0.1
TN010/02UF,0.1
TN302BK,0.1
TN510BK,0.1
OKI BUSI,0.1
PFA544,0.07
S/RC78,0.1
SSJB75-00052A,0.1
016-1249-00,0.1
023R02581,0.1
3R90172,0.1
3R95785,0.1
3R97988/3R98837,0.1
XX97577/3R97577,0.1
XX97578,0.1
1500109BUK,0.1
HS4-125M,0.1
HS4-150,0.1
B0682/B0888,0.1
B0683/B0889,0.1
B0684/B0890,0.1
KXFADC510X,0.1
NR736,0.1
LC970CBPRF,0.1
AJ-1800Y,0.1
AR451LD/AR455DN,0.1
ARC16T1,0.1
ARC26FU,0.1
ARC26TT,0.1
DVDRW4.7EC,0.1
LTOII,0.1
DQ-TU35D-PBT,0.1
KXFAT507X,0.1
KXFAT508X,0.1
SCG_PCC025P,0.1
GPX10-110625-OW,0.1
400844/420131,0.1
481-0659,0.1
828128,0.1
828129,0.1
828131,0.1
885060/88598233,0.1
887642/885078,0.1
JP6/893058,0.1
2741FN,0.1
OCE20002,0.1
3000021,0.1
3000055BLK,0.1
3000095,0.1
3000143,0.1
885060/885031,0.1
885321/89040066,0.1
888086/888087,0.1
20800010,0.1
445211011,0.1
CLP3416M,0.1
CLP3416Y,0.1
UTA613011010,0.1
MT908,0.1
PPJ300M,0.1
255670-101,0.1
255860-101,0.1
INFD16GBNEONBL,0.1
INFD32GB360SEC,0.1
INFD4GBNEONBL,0.1
INFD8GBNEONBL,0.1
INMSD16GNAV2,0.1
INMSD4GNAV2,0.1
INMSD8GNAV2,0.1
INSDH32G4V2S,0.1
885267,0.1
888087/888514,0.1
888308,0.1
CT116BLK,0.1
CT116MGT,0.1
DT338YEL/4800288,0.1
NAS21056/889614,0.1
XCP90-33L,0.1
M9003-564,0.1
05095GS11007,0.1
12798ZA,0.1
14662ZA,0.1
R34111,0.1
89606,0.1
89654,0.1
KF50038/KF50037,0.1
86798,0.1
552954-601,0.1
573608001,0.1
62674,0.1
62683,0.1
69054,0.1
70208,0.1
70208/15,0.1
70208/20,0.1
70208/5,0.1
89674,0.1
PIONEER,0.1
552141-002,0.1
558436-001,0.1
LY1548001,0.1
OPPORTUNITY,0.1
JC95-01066A,0.1
KIT-MP-LJP2015,0.1
INFD4GCRYPTODL19,0.1
JC96-06662A,0.1
JC96-06324A,0.1
JC96-06325A,0.1
JC96-06326A,0.1
JC96-06327A,0.1
X5RC20MG,0.1
A5011,0.1
M230,0.1
B1987716,0.1
B1009,0.1
1A3000B04,0.1
3A1600B21,0.32
44A509160-G02,0.1
44A509160-G03,0.1
LGXXR-SR,0.1
99A1765,0.1
FS-1400DN,0.1
08D2S-U,0.1
T-1640E-24K,0.1
1318107,1
1710471-004,0.1
C13T612100,0.4
C13T410011,0.42
1710118-003,0.1
41963007,0.85
44829,0.225
B0415,0.1
DSR400T,0.1
1710532-002,1
4062213,2.9
108R00593,0.5
12A8320,1
C13S041390,3.9
41019502,0.1
106R00684,1
400549,0.1
9004097,0.1
C13T03814A10,0.028
C7702KH,0.1
1040282,0.1
15G032M,1
C13T602B00,0.28
62401,0.55
05H2462,0.1245
C13S041640,1
9285A003,0.94
C13S041393,2.96
888373,0.1
43771,0.1
C8092A,0.3125
9001039,0.1
Q5488A,0.1
C8751A,1.07
DLTVS1-CL,0.1
115R00036,1
2CX82040,0.1
10CRM80,0.1
C500S2KG,1.03
75P5431,0.1
12A3710,1
Q8835A,1
108R00604,0.12
C13S041396,1
402450,0.1
C6980A,8.12
IB410017,0.0625
1710400-002,0.1
108R00722,5.216
008R12896,0.45
C7769-60182,0.1
SDX2-50C,0.079
A06VJ52,1
C4155A,1
C13S041855,1
82579,0.1
888115,0.1
006R01297,0.805
51642B,6.43
DQ-UH32A,0.1
C13T474011,0.1
DQ-TU18B,0.1
